v4;Alternate_Precedence,Alternate_Response,Alternate_Succession,Chain_Precedence,Chain_Response,Chain_Succession,Existence,Init,Precedence,Responded_Existence,Response,Succession,Absence2;0;80;replayers;BPIC2014-DetailIncidentActivity.xes.gz;2851209248;2924034080;2.886409183E9
v4;Alternate_Precedence,Alternate_Response,Alternate_Succession,Chain_Precedence,Chain_Response,Chain_Succession,Existence,Init,Precedence,Responded_Existence,Response,Succession,Absence2;100;80;replayers;BPIC2014-DetailIncidentActivity.xes.gz;2981047376;3055055464;3.018524351E9
v4;Alternate_Precedence,Alternate_Response,Alternate_Succession,Chain_Precedence,Chain_Response,Chain_Succession,Existence,Init,Precedence,Responded_Existence,Response,Succession,Absence2;0;90;replayers;BPIC2014-DetailIncidentActivity.xes.gz;2885044912;2961905168;2.920250367E9
v4;Alternate_Precedence,Alternate_Response,Alternate_Succession,Chain_Precedence,Chain_Response,Chain_Succession,Existence,Init,Precedence,Responded_Existence,Response,Succession,Absence2;100;90;replayers;BPIC2014-DetailIncidentActivity.xes.gz;2617792968;2690419824;2.654244489E9
v4;Alternate_Precedence,Alternate_Response,Alternate_Succession,Chain_Precedence,Chain_Response,Chain_Succession,Existence,Init,Precedence,Responded_Existence,Response,Succession,Absence2;0;100;replayers;BPIC2014-DetailIncidentActivity.xes.gz;3157032720;3227416456;3.191809906E9
v4;Alternate_Precedence,Alternate_Response,Alternate_Succession,Chain_Precedence,Chain_Response,Chain_Succession,Existence,Init,Precedence,Responded_Existence,Response,Succession,Absence2;100;100;replayers;BPIC2014-DetailIncidentActivity.xes.gz;2641648128;2711208360;2.676654901E9
v4;Alternate_Precedence,Alternate_Response,Alternate_Succession,Chain_Precedence,Chain_Response,Chain_Succession,Existence,Init,Precedence,Responded_Existence,Response,Succession,Absence2;0;80;replayers;BPI_Challenge_2012.xes.gz;3130679736;3133789776;3.1323526E9
v4;Alternate_Precedence,Alternate_Response,Alternate_Succession,Chain_Precedence,Chain_Response,Chain_Succession,Existence,Init,Precedence,Responded_Existence,Response,Succession,Absence2;100;80;replayers;BPI_Challenge_2012.xes.gz;3491871776;3560520440;3.507261641E9
v4;Alternate_Precedence,Alternate_Response,Alternate_Succession,Chain_Precedence,Chain_Response,Chain_Succession,Existence,Init,Precedence,Responded_Existence,Response,Succession,Absence2;0;90;replayers;BPI_Challenge_2012.xes.gz;3866858072;3869975744;3.868433776E9
v4;Alternate_Precedence,Alternate_Response,Alternate_Succession,Chain_Precedence,Chain_Response,Chain_Succession,Existence,Init,Precedence,Responded_Existence,Response,Succession,Absence2;100;90;replayers;BPI_Challenge_2012.xes.gz;2727143456;2743297448;2.734466341E9
